id,departement,circonscription,numPanneau,nomCandidat,prenomCandidat,civiliteCandidat,codeNuance,libelleNuance
3865,988,98801,5,NASRI,Thomas,M.,REC,Reconquête !
3866,988,98801,6,MILLAR,Manuel,M.,DIV,Divers
3867,988,98801,7,CUENOT,Pierre-Henri,M.,DVD,Divers droite
3868,988,98801,8,HAOCAS,Muneiko,Mme,REG,Régionaliste
3869,988,98801,9,LOUECKHOTE,Simon,M.,RN,Rassemblement National
3870,988,98801,10,NEMIA ÉP BISHOP,Germaine Toléta,Mme,REG,Régionaliste
3871,988,98801,11,FALAEO,Veylma,Mme,DVG,Divers gauche
3872,988,98801,12,DEVAUD,Cédric,M.,ECO,Ecologistes
3873,988,98802,1,TUKUMULI,Milakulo,M.,DVG,Divers gauche
3874,988,98802,2,TJIBAOU,Emmanuel,M.,REG,Régionaliste
3875,988,98802,3,FRERE,Ronald,M.,REG,Régionaliste
3876,988,98802,4,VOUDJO,Luther,M.,REG,Régionaliste
3877,988,98802,6,PONGA,Alcide,M.,DVD,Divers droite
3878,988,98802,7,POADJA,Gérard,M.,HOR,Horizons
3879,ZX,ZX01,1,QUESTEL,Alexandra,Mme,DVD,Divers droite
3880,ZX,ZX01,2,MEUNIER,Hervé,M.,DIV,Divers
3881,ZX,ZX01,3,KRIMI,Lila,Mme,DIV,Divers
3882,ZX,ZX01,4,PHILIDOR,Philippe,M.,DVD,Divers droite
3883,ZX,ZX01,5,CHAPDELAINE,Clément,M.,REC,Reconquête !
3884,ZX,ZX01,6,FELIX,Diane,Mme,DIV,Divers
3885,ZX,ZX01,7,BETHEL,Ricardo,M.,DIV,Divers
3886,ZX,ZX01,8,GUMBS,Frantz,M.,DVC,Divers centre
3887,ZZ,ZZ01,1,LESCURE,Roland,M.,ENS,Ensemble ! (Majorité présidentielle)
3888,ZZ,ZZ01,2,POURCHET,Alexandra,Mme,REC,Reconquête !
3889,ZZ,ZZ01,3,LACOSTE,Greg,M.,DIV,Divers
3890,ZZ,ZZ01,4,LADAM,Paloma,Mme,DVG,Divers gauche
3891,ZZ,ZZ01,5,PITON,Olivier,M.,LR,Les Républicains
3892,ZZ,ZZ01,6,ADAM,Jennifer,Mme,RN,Rassemblement National
3893,ZZ,ZZ01,7,FORNERIS,Elias,M.,DVD,Divers droite
3894,ZZ,ZZ01,8,LARAICHI,Oussama,M.,UG,Union de la gauche
3895,ZZ,ZZ01,9,JACKSON,Véronique,Mme,DVC,Divers centre
3896,ZZ,ZZ02,1,AGOSTINI,Jessica,Mme,DVC,Divers centre
3897,ZZ,ZZ02,2,GONCALVES,Marie-Nathalie,Mme,RN,Rassemblement National
3898,ZZ,ZZ02,3,DUPONT,Bertrand,M.,LR,Les Républicains
3899,ZZ,ZZ02,4,MERCIER,Camille,Mme,DIV,Divers
3900,ZZ,ZZ02,5,COURMONTAGNE,Nora,Mme,REC,Reconquête !
3901,ZZ,ZZ02,6,CAROIT,Eléonore,Mme,ENS,Ensemble ! (Majorité présidentielle)
3902,ZZ,ZZ02,7,CORONADO,Sergio,M.,UG,Union de la gauche
3903,ZZ,ZZ03,1,MINVIELLE,Charlotte,Mme,UG,Union de la gauche
3904,ZZ,ZZ03,2,HESLAUT,Joel,M.,DVC,Divers centre
3905,ZZ,ZZ03,3,PINOMAA-DANZÉ,Tanguy,M.,DVG,Divers gauche
3906,ZZ,ZZ03,4,COUTRET,Anthony,M.,REC,Reconquête !
3907,ZZ,ZZ03,5,CAURE,Vincent,M.,ENS,Ensemble ! (Majorité présidentielle)
3908,ZZ,ZZ03,6,CRAYE,Tim,M.,DVD,Divers droite
3909,ZZ,ZZ03,7,ROGER,Balthazar,Mme,LR,Les Républicains
3910,ZZ,ZZ03,8,CONSTANTIN,Emmanuel,M.,ECO,Ecologistes
3911,ZZ,ZZ03,9,CHARBONNET,Sophie,Mme,RN,Rassemblement National
3912,ZZ,ZZ03,10,LAMARRE,Assamahou,Mme,DVC,Divers centre
3913,ZZ,ZZ03,11,BACHAUD,Yvan,M.,DIV,Divers
3914,ZZ,ZZ04,1,DE CAUSANS,Juliette,Mme,DVC,Divers centre
3915,ZZ,ZZ04,2,GONDARD,Cécilia,Mme,UG,Union de la gauche
3916,ZZ,ZZ04,3,BEAUFILS,Charlotte,Mme,RN,Rassemblement National
3917,ZZ,ZZ04,4,ROSSOLINI,Aude,Mme,DIV,Divers
3918,ZZ,ZZ04,5,MACHICOTE,Genevieve,Mme,LR,Les Républicains
3919,ZZ,ZZ04,6,COURTIAL,Sacha,M.,DVG,Divers gauche
3920,ZZ,ZZ04,7,BRISSET,Patrick,M.,DVD,Divers droite
3921,ZZ,ZZ04,8,GIRARD,Anne-Catherine,Mme,REC,Reconquête !
3922,ZZ,ZZ04,9,ANGLADE,Pieyre-Alexandre,M.,ENS,Ensemble ! (Majorité présidentielle)
3923,ZZ,ZZ05,1,MILLOT,Sarah,Mme,DVG,Divers gauche
3924,ZZ,ZZ05,2,DA SILVA,Maxime,M.,UG,Union de la gauche
3925,ZZ,ZZ05,3,CALVET,Jean-François,M.,DSV,Droite souverainiste
3926,ZZ,ZZ05,4,MAZEL,Béatrice,Mme,REC,Reconquête !
3927,ZZ,ZZ05,5,BRENIER,Christopher,M.,DIV,Divers
3928,ZZ,ZZ05,6,SANCHEZ PEREZ,José,M.,DVC,Divers centre
3929,ZZ,ZZ05,7,NATAF,David,M.,DIV,Divers
3930,ZZ,ZZ05,8,VOJETTA,Stéphane,M.,DVC,Divers centre
3931,ZZ,ZZ05,9,CASTRO,Yohann,M.,DVD,Divers droite
3932,ZZ,ZZ05,10,FOSSE,Jeremie,M.,DVG,Divers gauche
3933,ZZ,ZZ05,11,MAUREL,Johana,Mme,RN,Rassemblement National
3934,ZZ,ZZ05,12,MARIE,Alexandre,M.,DVG,Divers gauche
3935,ZZ,ZZ05,13,LAGARDE,Maud,Mme,DIV,Divers
3936,ZZ,ZZ06,1,MERCERON,Déborah,Mme,RN,Rassemblement National
3937,ZZ,ZZ06,2,JACQUEMOT,Marie-Julie,Mme,DVG,Divers gauche
3938,ZZ,ZZ06,3,FERRACCI,Marc,M.,ENS,Ensemble ! (Majorité présidentielle)
3939,ZZ,ZZ06,4,DELIMI,Halima,Mme,UG,Union de la gauche
3940,ZZ,ZZ06,5,TISSOT,Philippe,M.,REC,Reconquête !
3941,ZZ,ZZ06,6,DORTHE,Arnaud,M.,DIV,Divers
3942,ZZ,ZZ06,7,VON AUW,Céline,Mme,ECO,Ecologistes
3943,ZZ,ZZ06,8,CORTICCHIATO,Olivier,M.,LR,Les Républicains
3944,ZZ,ZZ06,9,DE CAUSANS,Jacques,M.,DVC,Divers centre
3945,ZZ,ZZ06,10,SELLES LEFRANC,Michèle,Mme,RDG,Parti radical de gauche
3946,ZZ,ZZ07,1,PETIT,Frédéric,M.,ENS,Ensemble ! (Majorité présidentielle)
3947,ZZ,ZZ07,2,HUQUET,Isabelle,Mme,DVC,Divers centre
3948,ZZ,ZZ07,3,RICHARD,Cécile,Mme,DVG,Divers gauche
3949,ZZ,ZZ07,4,GEFFRAY,Fanny,Mme,DIV,Divers
3950,ZZ,ZZ07,5,RHARMAOUI-CLAQUIN,Asma,Mme,UG,Union de la gauche
3951,ZZ,ZZ07,6,MIER-GARRIGOU,Dominique,Mme,LR,Les Républicains
3952,ZZ,ZZ07,7,CHAMBON,Jérôme,M.,DIV,Divers
3953,ZZ,ZZ07,8,ALEXANDRE,Julie,Mme,REC,Reconquête !
3954,ZZ,ZZ07,9,NAVEYS--DUMAS,Mathilde,Mme,RN,Rassemblement National
3955,ZZ,ZZ08,1,CHARTRAIN,Valérie,Mme,DVG,Divers gauche
3956,ZZ,ZZ08,2,LERER,Yaël,Mme,UG,Union de la gauche
3957,ZZ,ZZ08,3,HABABOU SOLOMON,Philippe,M.,DVD,Divers droite
3958,ZZ,ZZ08,4,SPITALAS,Nicolas,M.,DIV,Divers
3959,ZZ,ZZ08,5,HABIB,Meyer,M.,LR,Les Républicains
3960,ZZ,ZZ08,6,YADAN,Caroline,Mme,ENS,Ensemble ! (Majorité présidentielle)
3961,ZZ,ZZ08,7,BIZET,David,M.,DIV,Divers
3962,ZZ,ZZ08,8,SIGOURA,Benjamin,M.,DIV,Divers
3963,ZZ,ZZ08,9,NEFFATI,Gilles,M.,DVC,Divers centre
3964,ZZ,ZZ08,10,ASSOULINE,Aurelie,Mme,LR,Les Républicains
3965,ZZ,ZZ08,11,BENSOUSSAN,Guillaume,M.,REC,Reconquête !
3966,ZZ,ZZ09,1,SACKHO,Kourtoum,Mme,DVD,Divers droite
3967,ZZ,ZZ09,2,OUDRHIRI,Hassan,M.,DIV,Divers
3968,ZZ,ZZ09,3,BOUDJEKADA,Ismaël,M.,DVG,Divers gauche
3969,ZZ,ZZ09,4,TINAUGUS,Edouard,M.,DVG,Divers gauche
3970,ZZ,ZZ09,5,SIDIBÉ,Gabriel Marie,M.,DIV,Divers
3971,ZZ,ZZ09,6,TAHIRI,Rachid,M.,DVC,Divers centre
3972,ZZ,ZZ09,7,DIANIFABA,Abdoulai,M.,DIV,Divers
3973,ZZ,ZZ09,8,DJOUADI,Samira,Mme,ENS,Ensemble ! (Majorité présidentielle)
3974,ZZ,ZZ09,9,BEN CHEÏKH,Karim,M.,UG,Union de la gauche
3975,ZZ,ZZ09,10,BADREDDINE,Jihad,M.,LR,Les Républicains
3976,ZZ,ZZ09,11,KHALFI,Seddik,M.,DVG,Divers gauche
3977,ZZ,ZZ09,12,FADILI,Hachim,M.,DSV,Droite souverainiste
3978,ZZ,ZZ09,13,DUCELLIER,Régina,Mme,DVC,Divers centre
3979,ZZ,ZZ09,14,DAVID,Khadija,Mme,DVG,Divers gauche
3980,ZZ,ZZ09,15,PERIMONY,Sébastien,M.,DIV,Divers
3981,ZZ,ZZ09,16,DREVON,Pierre,M.,REC,Reconquête !
3982,ZZ,ZZ09,17,DAVOUX,Erwan Borhan,M.,DVD,Divers droite
3983,ZZ,ZZ09,18,CHARRON,Elodie,Mme,RN,Rassemblement National
3984,ZZ,ZZ09,19,MAACHOU,Rania Tessa,Mme,DIV,Divers
3985,ZZ,ZZ10,1,MOJON-CHEMINADE,Odile,Mme,DIV,Divers
3986,ZZ,ZZ10,2,LAMAH,Lucas,M.,LR,Les Républicains
3987,ZZ,ZZ10,3,LAKRAFI,Amélia,Mme,ENS,Ensemble ! (Majorité présidentielle)
3988,ZZ,ZZ10,4,MARIE-LOUISE,Hugues Michel,M.,DIV,Divers
3989,ZZ,ZZ10,5,MABASI,Marie Josée,Mme,DVC,Divers centre
3990,ZZ,ZZ10,6,DI MEO,Elsa,Mme,UG,Union de la gauche
3991,ZZ,ZZ10,7,CASTELLAN,Philippe,M.,REC,Reconquête !
3992,ZZ,ZZ10,8,HOJEIJ,Ali Camille,M.,DVC,Divers centre
3993,ZZ,ZZ10,9,DE VERON,Jean,M.,UXD,Union de l'extrême droite
3994,ZZ,ZZ10,10,LAGUI,Julie,Mme,DIV,Divers
3995,ZZ,ZZ10,11,MAZOT,Nathalie,Mme,DVG,Divers gauche
3996,ZZ,ZZ10,12,LAROSE,Sandra,Mme,DIV,Divers
3997,ZZ,ZZ11,1,VIOLETTE,Nelly,Mme,DIV,Divers
3998,ZZ,ZZ11,2,PAJOT,Franck,M.,UG,Union de la gauche
3999,ZZ,ZZ11,3,MARTIN,Nathalie,Mme,DVG,Divers gauche
4000,ZZ,ZZ11,4,ARTHUR,Françoise,Mme,REG,Régionaliste
4001,ZZ,ZZ11,5,PHONRATH,Elise,Mme,DSV,Droite souverainiste
4002,ZZ,ZZ11,6,MAUREL,Victor,M.,DIV,Divers
4003,ZZ,ZZ11,7,LARQUEMIN,Anne-France,Mme,REC,Reconquête !
4004,ZZ,ZZ11,8,MACHET,Olivier,M.,DIV,Divers
4005,ZZ,ZZ11,9,GUYON,Marc,M.,EXD,Extrême droite
4006,ZZ,ZZ11,10,BROCHET,Pierre,M.,RN,Rassemblement National
4007,ZZ,ZZ11,11,CHEMINADE,Jacques,M.,DIV,Divers
4008,ZZ,ZZ11,12,ASSELINEAU,François,M.,DSV,Droite souverainiste
4009,ZZ,ZZ11,13,GENETET,Anne,Mme,ENS,Ensemble ! (Majorité présidentielle)
