id,departement,circonscription,numPanneau,nomCandidat,prenomCandidat,civiliteCandidat,codeNuance,libelleNuance
954,33,3302,7,PIJOAN,David,M.,EXG,Extrême gauche
955,33,3303,1,SAVINO,Flora,Mme,DVG,Divers gauche
956,33,3303,2,MINVIELLE-LARROUSSE,Nathan,M.,EXG,Extrême gauche
957,33,3303,3,ARY,Ariane,Mme,ENS,Ensemble ! (Majorité présidentielle)
958,33,3303,4,GIRAUD-GIRARD,Johan,M.,DIV,Divers
959,33,3303,5,BASTERES,Maryvonne,Mme,RN,Rassemblement National
960,33,3303,6,GULDNER,Jacques,M.,EXG,Extrême gauche
961,33,3303,7,TOUZANI,Yacine,M.,DIV,Divers
962,33,3303,8,DOUMENGE,Cyrille,M.,REC,Reconquête !
963,33,3303,9,PRUD'HOMME,Loïc,M.,UG,Union de la gauche
964,33,3304,1,MORETTI,Fabrice,M.,ENS,Ensemble ! (Majorité présidentielle)
965,33,3304,2,BRIVARY,Anne-Isabelle,Mme,EXG,Extrême gauche
966,33,3304,3,DAVID,Alain,M.,UG,Union de la gauche
967,33,3304,4,RECHAGNEUX,Julie,Mme,RN,Rassemblement National
968,33,3304,5,LAMBERT,Jérôme,M.,LR,Les Républicains
969,33,3305,1,DE FOURNAS,Grégoire,M.,RN,Rassemblement National
970,33,3305,2,TOUSSAINT,Laurent,M.,DVD,Divers droite
971,33,3305,3,SENCE,Stéphane,M.,ENS,Ensemble ! (Majorité présidentielle)
972,33,3305,4,SIMIAN,Benoït,M.,DVC,Divers centre
973,33,3305,5,GOT,Pascale,Mme,UG,Union de la gauche
974,33,3305,6,FAGEGALTIER,Thierry,M.,EXG,Extrême gauche
975,33,3306,1,FLORIT,Joanthan,M.,ECO,Ecologistes
976,33,3306,2,BOURLIEUX,Jimmy,M.,RN,Rassemblement National
977,33,3306,3,PERCHET,Guillaume,M.,EXG,Extrême gauche
978,33,3306,4,BONHOMME,Franck,M.,DVC,Divers centre
979,33,3306,5,POULLIAT,Eric,M.,ENS,Ensemble ! (Majorité présidentielle)
980,33,3306,6,DESTOUESSE,Nicole,Mme,REC,Reconquête !
981,33,3306,7,RECALDE,Marie,Mme,UG,Union de la gauche
982,33,3307,1,NAVEYS--DUMAS,Clémence,Mme,RN,Rassemblement National
983,33,3307,2,COTTON,Christelle,Mme,DVC,Divers centre
984,33,3307,3,SAINT-PASTEUR,Sébastien,M.,UG,Union de la gauche
985,33,3307,4,COUILLARD,Bérangère,Mme,ENS,Ensemble ! (Majorité présidentielle)
986,33,3307,5,ORATTO,Monique,Mme,EXG,Extrême gauche
987,33,3307,6,DE WITTE,Dominique,M.,REC,Reconquête !
988,33,3307,7,THIAM,Ousmane,M.,ECO,Ecologistes
989,33,3308,1,FAURE,Marylène,Mme,UG,Union de la gauche
990,33,3308,2,MORIN,Marc,M.,LR,Les Républicains
991,33,3308,3,CARIES,Marie-Christine,Mme,REC,Reconquête !
992,33,3308,4,BLUT,Céline,Mme,DIV,Divers
993,33,3308,5,LAMARA,Laurent,M.,RN,Rassemblement National
994,33,3308,6,PANONACLE,Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle)
995,33,3308,7,COSTE,Rémy,M.,EXG,Extrême gauche
996,33,3309,1,METTE,Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle)
997,33,3309,2,DELCAMP,Jean-Philippe,M.,EXG,Extrême gauche
998,33,3309,3,MARTINEZ,Corinne,Mme,UG,Union de la gauche
999,33,3309,4,MANTEL,Sylvie,Mme,REC,Reconquête !
1000,33,3309,5,MARQUES,François-Xavier,M.,EXD,Extrême droite
1001,33,3310,1,HALBIN,Hélène,Mme,EXG,Extrême gauche
1002,33,3310,2,BOUDIÉ,Florent,M.,ENS,Ensemble ! (Majorité présidentielle)
1003,33,3310,3,BOURGOIS,Pascal,M.,UG,Union de la gauche
1004,33,3310,4,CHADOURNE,Sandrine,Mme,RN,Rassemblement National
1005,33,3311,1,FONSECA,Célia,Mme,UG,Union de la gauche
1006,33,3311,2,DIAZ,Edwige,Mme,RN,Rassemblement National
1007,33,3311,3,AHMIMOU,Zina,Mme,EXG,Extrême gauche
1008,33,3311,4,HAMMERER,Véronique,Mme,ENS,Ensemble ! (Majorité présidentielle)
1009,33,3312,1,LAVIN,Richard,M.,EXG,Extrême gauche
1010,33,3312,2,LAVERGNE,Pascal,M.,ENS,Ensemble ! (Majorité présidentielle)
1011,33,3312,3,FELD,Mathilde,Mme,UG,Union de la gauche
1012,33,3312,4,BERTHONNEAU,Rémy,M.,RN,Rassemblement National
1013,33,3312,5,LANDETE,Gabriel,M.,DVD,Divers droite
1014,34,3401,1,OLIVA,Josyan,M.,UXD,Union de l'extrême droite
1015,34,3401,2,LACHIVER,Morgane,Mme,EXG,Extrême gauche
1016,34,3401,3,ROUMEGAS,Jean-Louis,M.,UG,Union de la gauche
1017,34,3401,4,ARGUEL,Alexandre,M.,REC,Reconquête !
1018,34,3401,5,CHAVEROCHE,Eric,M.,LR,Les Républicains
1019,34,3401,6,MIRALLES,Patricia,Mme,ENS,Ensemble ! (Majorité présidentielle)
1020,34,3401,7,LÉVY,Stéphanie,Mme,DVD,Divers droite
1021,34,3402,1,LEBOON,Hugo,M.,DIV,Divers
1022,34,3402,2,LE STUM,Robert,M.,ENS,Ensemble ! (Majorité présidentielle)
1023,34,3402,3,MICHEL,Didier,M.,EXG,Extrême gauche
1024,34,3402,4,BOYER,Christelle,Mme,UDI,Union des Démocrates et Indépendants
1025,34,3402,5,OZIOL,Nathalie,Mme,UG,Union de la gauche
1026,34,3402,6,HOUÉE,Sandra,Mme,LR,Les Républicains
1027,34,3402,7,MANGANO,Flavia,Mme,RN,Rassemblement National
1028,34,3403,1,DALMAU,Flavio,M.,ECO,Ecologistes
1029,34,3403,2,DOMBRE-COSTE,Fanny,Mme,UG,Union de la gauche
1030,34,3403,3,GACHON,Serge,M.,EXG,Extrême gauche
1031,34,3403,4,CRISTOL,Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle)
1032,34,3403,5,SEGURA,Babeth,Mme,REC,Reconquête !
1033,34,3403,6,TROISE,Lauriane,Mme,RN,Rassemblement National
1034,34,3404,1,BOUQUIN,Manon,Mme,RN,Rassemblement National
1035,34,3404,2,LARUE,Florence,Mme,EXG,Extrême gauche
1036,34,3404,3,ELIAOU,Jean-François,M.,ENS,Ensemble ! (Majorité présidentielle)
1037,34,3404,4,SIMON,Bleuette,Mme,REC,Reconquête !
1038,34,3404,5,ROME,Sébastien,M.,UG,Union de la gauche
1039,34,3405,1,GROUSSARD,Rémy,M.,DIV,Divers
1040,34,3405,2,BOURRIE,Lilian,M.,REC,Reconquête !
1041,34,3405,3,HUPPÉ,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle)
1042,34,3405,4,CHESNARD,Véronique,Mme,EXG,Extrême gauche
1043,34,3405,5,GALZY,Stéphanie,Mme,RN,Rassemblement National
1044,34,3405,6,MANENC,Aurélien,M.,UG,Union de la gauche
1045,34,3406,1,GILHODES,Laurent,M.,EXG,Extrême gauche
1046,34,3406,2,DAUDÉ-ALLAOUI,Sarah Fatima,Mme,ENS,Ensemble ! (Majorité présidentielle)
1047,34,3406,3,MÉNARD,Emmanuelle,Mme,DVD,Divers droite
1048,34,3406,4,GABARRON,Julien,M.,RN,Rassemblement National
1049,34,3406,5,CROZIER,Magali,Mme,UG,Union de la gauche
1050,34,3407,1,GIZARDIN,Jocelyne,Mme,ENS,Ensemble ! (Majorité présidentielle)
1051,34,3407,2,LOPEZ-LIGUORI,Aurélien,M.,RN,Rassemblement National
1052,34,3407,3,PILAUDEAU,Daniel,M.,EXG,Extrême gauche
1053,34,3407,4,BLASCO,Gabriel,M.,UG,Union de la gauche
1054,34,3408,1,BOUALLAGA,Sabria,Mme,ECO,Ecologistes
1055,34,3408,2,CARRIERE,Sylvain,M.,UG,Union de la gauche
1056,34,3408,3,AUTIER,Isabelle,Mme,ENS,Ensemble ! (Majorité présidentielle)
1057,34,3408,4,DELAPIERRE,Cédric,M.,RN,Rassemblement National
1058,34,3408,5,DUBUS,Bérangère,Mme,DVD,Divers droite
1059,34,3408,6,GARNIER,Thomas,M.,EXG,Extrême gauche
1060,34,3409,1,BOCCADIFUOCO,Patrice,M.,DVD,Divers droite
1061,34,3409,2,VISTE,William,M.,DVD,Divers droite
1062,34,3409,3,PEIRO,Nathalie,Mme,EXG,Extrême gauche
1063,34,3409,4,VIGNAL,Patrick,M.,ENS,Ensemble ! (Majorité présidentielle)
1064,34,3409,5,LALY,Géry,M.,DVD,Divers droite
1065,34,3409,6,BORT,Frédéric,M.,REC,Reconquête !
1066,34,3409,7,BELAOUNI,Nadia,Mme,UG,Union de la gauche
1067,34,3409,8,BELIN,Anthony,M.,DVD,Divers droite
1068,34,3409,9,ALLONCLE,Charles,M.,UXD,Union de l'extrême droite
1069,35,3501,1,MESMEUR,Marie,Mme,UG,Union de la gauche
1070,35,3501,2,VASQUEZ,Rosa,Mme,DVG,Divers gauche
1071,35,3501,3,LE GALL,Joëlle,Mme,LR,Les Républicains
1072,35,3501,4,MATHIEU,Frédéric,M.,DVG,Divers gauche
1073,35,3501,5,BOUCHER,Nicolas,M.,ENS,Ensemble ! (Majorité présidentielle)
1074,35,3501,6,HAMON,Valérie,Mme,EXG,Extrême gauche
1075,35,3501,7,REY DU BOISSIEU,Jeanne,Mme,RN,Rassemblement National
1076,35,3501,8,GIRARD,Sébastien,M.,REG,Régionaliste
1077,35,3502,1,DEFRANCE,Florence,Mme,EXG,Extrême gauche
1078,35,3502,2,DECOURCELLE,Christophe,M.,LR,Les Républicains
1079,35,3502,3,MAILLART-MÉHAIGNERIE,Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle)
1080,35,3502,4,VANHAECKE,Bérénice,Mme,RN,Rassemblement National
1081,35,3502,5,LAHAIS,Tristan,M.,UG,Union de la gauche
1082,35,3502,6,HANNE,Olivier,M.,ECO,Ecologistes
1083,35,3503,1,D'ORSANNE,Virginie,Mme,RN,Rassemblement National
1084,35,3503,2,FAILLÉ,Charlotte,Mme,ENS,Ensemble ! (Majorité présidentielle)
1085,35,3503,3,AMISSE,Jean-Louis,M.,EXG,Extrême gauche
1086,35,3503,4,ROUAUX,Claudia,Mme,UG,Union de la gauche
1087,35,3503,5,GUIHARD,Mathieu,M.,REG,Régionaliste
1088,35,3503,6,ROULET,Victor,M.,DVD,Divers droite
1089,35,3504,1,HUBERT,Sophie,Mme,DSV,Droite souverainiste
1090,35,3504,2,CHIRAZI,Sandra,Mme,EXG,Extrême gauche
1091,35,3504,3,FRANÇOIS,Jacques,M.,RN,Rassemblement National
1092,35,3504,4,HIGNET,Mathilde,Mme,UG,Union de la gauche
1093,35,3504,5,GILBERT,Jeremy,M.,LR,Les Républicains
1094,35,3504,6,PATAULT,Anne,Mme,ENS,Ensemble ! (Majorité présidentielle)
1095,35,3505,1,RENAULT,Gilles,M.,UG,Union de la gauche
1096,35,3505,2,JARNY,Christelle,Mme,EXG,Extrême gauche
1097,35,3505,3,GILOIS,Françoise,Mme,RN,Rassemblement National
1098,35,3505,4,LE NABOUR,Christine,Mme,ENS,Ensemble ! (Majorité présidentielle)
1099,35,3506,1,HUBERT,Ludovic,M.,EXG,Extrême gauche
1100,35,3506,2,LAFAYE,Elsa,Mme,UG,Union de la gauche
1101,35,3506,3,MARION,Tangi,M.,RN,Rassemblement National
1102,35,3506,4,DE STAËRCK,Gilliatt,M.,DVG,Divers gauche
1103,35,3506,5,BENOIT,Thierry,M.,ENS,Ensemble ! (Majorité présidentielle)
1104,35,3506,6,THEVENET,Pascal,M.,DVC,Divers centre
1105,35,3507,1,LEMOINE,Dylan,M.,RN,Rassemblement National
1106,35,3507,2,BOURGEAUX,Jean-Luc,M.,DVD,Divers droite
1107,35,3507,3,FICHET,Christophe,M.,DVC,Divers centre
1108,35,3507,4,GUIVARC'H,Nicolas,M.,UG,Union de la gauche
1109,35,3507,5,DESCOTTES,Edouard,M.,EXG,Extrême gauche
1110,35,3508,1,CHAMPALAUNE,Camille,M.,ECO,Ecologistes
1111,35,3508,2,BOULOUX,Mickaël,M.,UG,Union de la gauche
1112,35,3508,3,GARGAM,Mahé,M.,LR,Les Républicains
1113,35,3508,4,LUCCO,Kellie,Mme,RN,Rassemblement National
1114,35,3508,5,MAUZE,Hermine,Mme,ENS,Ensemble ! (Majorité présidentielle)
1115,35,3508,6,EGRON,Maël,M.,REG,Régionaliste
1116,35,3508,7,LUCAS,Fabrice,M.,EXG,Extrême gauche
1117,36,3601,1,GONZALEZ,Eloïse,Mme,UG,Union de la gauche
1118,36,3601,2,GELINAUD,Véronique,Mme,EXG,Extrême gauche
1119,36,3601,3,TRUSCH,Marie-Odile,Mme,REC,Reconquête !
1120,36,3601,4,JOLIVET,François,M.,ENS,Ensemble ! (Majorité présidentielle)
1121,36,3601,5,WUNSCH,Mylène,Mme,RN,Rassemblement National
1122,36,3602,1,SCHWARZ,Pierre,M.,DIV,Divers
1123,36,3602,2,SAPIN,Clément,M.,UG,Union de la gauche
1124,36,3602,3,MERCIER,Damien,M.,EXG,Extrême gauche
1125,36,3602,4,FORISSIER,Nicolas,M.,LR,Les Républicains
1126,36,3602,5,SIFFERT,Marc,M.,UXD,Union de l'extrême droite
1127,37,3701,1,JOUHANNAUD,Thomas,M.,EXG,Extrême gauche
1128,37,3701,2,GARBAY,Lisa,Mme,RN,Rassemblement National
1129,37,3701,3,OSSART,Arnaud,M.,REC,Reconquête !
1130,37,3701,4,PIERRE,Benoist,M.,ENS,Ensemble ! (Majorité présidentielle)
1131,37,3701,5,DAYAN,Alain,M.,DVG,Divers gauche
1132,37,3701,6,FOURNIER,Charles,M.,UG,Union de la gauche
1133,37,3701,7,JANER,Lucas,M.,LR,Les Républicains
1134,37,3702,1,LABARONNE,Daniel,M.,ENS,Ensemble ! (Majorité présidentielle)
1135,37,3702,2,GOBERT,Christelle,Mme,UG,Union de la gauche
1136,37,3702,3,FOUGERON,Corine,Mme,RN,Rassemblement National
1137,37,3702,4,SAINTIGNAN,Philippe,M.,REC,Reconquête !
1138,37,3702,5,BRUNET,Anne,Mme,EXG,Extrême gauche
1139,37,3702,6,MAINTIER,Maxime,M.,LR,Les Républicains
1140,37,3703,1,LEGENDRE,Christophe,M.,EXG,Extrême gauche
1141,37,3703,2,ALFANDARI,Henri,M.,ENS,Ensemble ! (Majorité présidentielle)
1142,37,3703,3,FRANÇOIS,Emmanuel,M.,DIV,Divers
1143,37,3703,4,BOURIN,Xavier,M.,REC,Reconquête !
1144,37,3703,5,ROBIN,Jules,M.,UXD,Union de l'extrême droite
1145,37,3703,6,BRIMOU,Amin,M.,DIV,Divers
1146,37,3703,7,BARBIER,Sandra,Mme,UG,Union de la gauche
1147,37,3704,1,COLBOC,Fabienne,Mme,ENS,Ensemble ! (Majorité présidentielle)
1148,37,3704,2,GARDEAU,Kévin,M.,EXG,Extrême gauche
1149,37,3704,3,LAGRÉE,Sophie,Mme,LR,Les Républicains
1150,37,3704,4,BAUMEL,Laurent,M.,UG,Union de la gauche
1151,37,3704,5,BELLANGER,Jean-François,M.,RN,Rassemblement National
1152,37,3705,1,BILLON,David,M.,REC,Reconquête !
1153,37,3705,2,BALES,Constance,Mme,LR,Les Républicains
1154,37,3705,3,DELARUE,Christine,Mme,EXG,Extrême gauche
1155,37,3705,4,DUCAMP,François,M.,RN,Rassemblement National
1156,37,3705,5,COCCIA,Marina,Mme,UG,Union de la gauche
1157,37,3705,6,THILLAYE,Sabine,Mme,ENS,Ensemble ! (Majorité présidentielle)
1158,38,3801,1,BÉRANGER,Nathalie,Mme,LR,Les Républicains
1159,38,3801,2,ADAM,Rémi,M.,EXG,Extrême gauche
1160,38,3801,3,LACROIX,Alexandre,M.,UXD,Union de l'extrême droite
1161,38,3801,4,PREVOST,Hugo,M.,UG,Union de la gauche
1162,38,3801,5,VÉRAN,Olivier,M.,ENS,Ensemble ! (Majorité présidentielle)
1163,38,3802,1,CHATELAIN,Cyrielle,Mme,UG,Union de la gauche
1164,38,3802,2,CARRIÈRE,Louve,Mme,ENS,Ensemble ! (Majorité présidentielle)
1165,38,3802,3,GOMEZ,Chantal,Mme,EXG,Extrême gauche
1166,38,3802,4,LAFEUILLE,Bruno,M.,REC,Reconquête !
1167,38,3802,5,ROBERT,Edouard,M.,RN,Rassemblement National
1168,38,3802,6,DE CARVALHO,Raphaele,Mme,LR,Les Républicains
1169,38,3803,1,BENHAROUGA,M'Hamed,M.,UDI,Union des Démocrates et Indépendants
1170,38,3803,2,GEMMANI,Stéphane,M.,DVG,Divers gauche
1171,38,3803,3,MARTIN,Élisa,Mme,UG,Union de la gauche
1172,38,3803,4,CHALAS,Émilie,Mme,ENS,Ensemble ! (Majorité présidentielle)
1173,38,3803,5,BRUN,Catherine,Mme,EXG,Extrême gauche
1174,38,3803,6,LE FOURN,Samuel,M.,EXG,Extrême gauche
1175,38,3803,7,DUPRÉ,Christel,Mme,RN,Rassemblement National
1176,38,3803,8,BOUBEKER,Khemisti,M.,DVG,Divers gauche
1177,38,3803,9,FASSION,Isabelle,Mme,REC,Reconquête !
1178,38,3803,10,ANGLADE,Baptiste,M.,EXG,Extrême gauche
1179,38,3803,11,CLOT,Louiliam,M.,ECO,Ecologistes
1180,38,3803,12,GENEVOIS,Coline,Mme,LR,Les Républicains
1181,38,3804,1,BABUT,David,M.,REC,Reconquête !
1182,38,3804,2,MALANDRINO,Anne-Marie,Mme,UXD,Union de l'extrême droite
1183,38,3804,3,DE CARO,Evelyne,Mme,ENS,Ensemble ! (Majorité présidentielle)
1184,38,3804,4,ZIEGLER,Alain,M.,EXG,Extrême gauche
1185,38,3804,5,VEYRET,Alexandra,Mme,LR,Les Républicains
1186,38,3804,6,BATTISTEL,Marie-Noëlle,Mme,UG,Union de la gauche
1187,38,3805,1,IORDANOFF,Jérémie,M.,UG,Union de la gauche
1188,38,3805,2,ESCARON,Dominique,M.,DVC,Divers centre
1189,38,3805,3,COLAS-ROY,Jean-Charles,M.,ENS,Ensemble ! (Majorité présidentielle)
1190,38,3805,4,TULIPE,Christine,Mme,EXG,Extrême gauche
1191,38,3805,5,GARRIGOS,Philippe,M.,DSV,Droite souverainiste
1192,38,3805,6,LACROUTS,Béatrice,Mme,REC,Reconquête !
1193,38,3805,7,SCHREIBER,Frédérique,Mme,RN,Rassemblement National
1194,38,3806,1,MOTIN,Cendra,Mme,ENS,Ensemble ! (Majorité présidentielle)
1195,38,3806,2,JOLLY,Alexis,M.,RN,Rassemblement National
1196,38,3806,3,FABRE,Pierre,M.,EXG,Extrême gauche
1197,38,3806,4,POURTIER,Annie,Mme,LR,Les Républicains
1198,38,3806,5,GOMEZ,Denise,Mme,EXG,Extrême gauche
1199,38,3806,6,DI SPIGNO,Yaqine,Mme,UG,Union de la gauche
1200,38,3807,1,AUGUSTE,Benoît,M.,RN,Rassemblement National
1201,38,3807,2,PERRODIN,Bruno,M.,EXG,Extrême gauche
1202,38,3807,3,CHESSER,Helena,Mme,ENS,Ensemble ! (Majorité présidentielle)
1203,38,3807,4,DICHARD,Dominique,Mme,UG,Union de la gauche
1204,38,3807,5,NEUDER,Yannick,M.,LR,Les Républicains
1205,38,3808,1,ABADIE,Caroline,Mme,ENS,Ensemble ! (Majorité présidentielle)
1206,38,3808,2,LACAILLE,Jacques,M.,EXG,Extrême gauche
1207,38,3808,3,MICHEL,Cécile,Mme,UG,Union de la gauche
1208,38,3808,4,MANSOURI,Hanane,Mme,UXD,Union de l'extrême droite
1209,38,3808,5,GALVES,Aurore,Mme,DIV,Divers
1210,38,3808,6,LASSALLE,Jean-Claude,M.,LR,Les Républicains
1211,38,3809,1,BENE,Cécile,Mme,RN,Rassemblement National
1212,38,3809,2,BARADEL,Héloïse,Mme,LR,Les Républicains
1213,38,3809,3,VASSAL,Emma,Mme,EXG,Extrême gauche
1214,38,3809,4,JACQUIER-LAFORGE,Élodie,Mme,ENS,Ensemble ! (Majorité présidentielle)
1215,38,3809,5,VERO,Salvador,M.,REC,Reconquête !
1216,38,3809,6,OFFRANC PIRET,Gaelle,Mme,ECO,Ecologistes
1217,38,3809,7,RADLO,Valentin,M.,DIV,Divers
1218,38,3809,8,NOSBÉ,Sandrine,Mme,UG,Union de la gauche
1219,38,3809,9,DETROYAT,Claude,Mme,EXG,Extrême gauche
1220,38,3810,1,RICHOL,Joëlle,Mme,UG,Union de la gauche
1221,38,3810,2,BORDES,Clément,M.,EXG,Extrême gauche
1222,38,3810,3,MEYNIER-MILLEFERT,Marjolaine,Mme,ENS,Ensemble ! (Majorité présidentielle)
1223,38,3810,4,LEPRETRE,Aurélien,M.,LR,Les Républicains
1224,38,3810,5,PEREZ,Thierry,M.,RN,Rassemblement National
1225,39,3901,1,GRABY,Valérie,Mme,RN,Rassemblement National
1226,39,3901,2,BRONDEL,Anthony,M.,UG,Union de la gauche
1227,39,3901,3,MOREL,Johanne,Mme,EXG,Extrême gauche
1228,39,3901,4,BRULEBOIS,Danielle,Mme,ENS,Ensemble ! (Majorité présidentielle)
1229,39,3902,1,BIGOT,André,M.,REC,Reconquête !
1230,39,3902,2,TERNANT,Evelyne,Mme,UG,Union de la gauche
1231,39,3902,3,MARCHET,Christian,M.,EXG,Extrême gauche
1232,39,3902,4,LANCON,Patrick,M.,DSV,Droite souverainiste
1233,39,3902,5,MOSCA,Thierry,M.,RN,Rassemblement National
1234,39,3902,6,DALLOZ,Marie-Christine,Mme,LR,Les Républicains
1235,39,3903,1,PRAT,Hervé,M.,UG,Union de la gauche
1236,39,3903,2,REVOY,Dominique,Mme,EXG,Extrême gauche
1237,39,3903,3,GRUET,Justine,Mme,LR,Les Républicains
1238,39,3903,4,VUILLEMIN-PLANCON,Aurore,Mme,RN,Rassemblement National
1239,40,4001,1,JARREAU,Dominique,M.,DVC,Divers centre
1240,40,4001,2,LAFARGUE,Marie-Laure,Mme,UG,Union de la gauche
1241,40,4001,3,FOSSEY,Veronique,Mme,RN,Rassemblement National
1242,40,4001,4,DARRIEUSSECQ,Geneviève,Mme,ENS,Ensemble ! (Majorité présidentielle)
1243,40,4001,5,AMESSAN,Degny Hermann,M.,DVC,Divers centre
1244,40,4001,6,CHRIT,Fabienne,Mme,LR,Les Républicains
1245,40,4001,7,HENAFF,Isabelle,Mme,REC,Reconquête !
1246,40,4001,8,BON,Jean Claude,M.,EXG,Extrême gauche
1247,40,4002,1,BIESBROUCK,Ludovic,M.,RN,Rassemblement National
1248,40,4002,2,LESPADE,Jean-Marc,M.,UG,Union de la gauche
1249,40,4002,3,LECUONA,Dominique,Mme,REG,Régionaliste
1250,40,4002,4,VERNIER,Marc,M.,LR,Les Républicains
1251,40,4002,5,CAUSSE,Lionel,M.,ENS,Ensemble ! (Majorité présidentielle)
1252,40,4002,6,DAVID,Stéphane,M.,REC,Reconquête !
1253,40,4002,7,DEMANGEOT,Pascal,M.,EXG,Extrême gauche
1254,40,4003,1,SAINT-CRICQ,Brice,M.,LR,Les Républicains
1255,40,4003,2,FRANCESCHINI,Sylvie,Mme,RN,Rassemblement National
1256,40,4003,3,VALLAUD,Boris,M.,UG,Union de la gauche
1257,40,4003,4,DELFOSSE,Christian,M.,REC,Reconquête !
1258,40,4003,5,VOUTAZ,Carole,Mme,EXG,Extrême gauche
1259,40,4003,6,LASSORT,Christelle,Mme,DVC,Divers centre
1260,40,4003,7,GILLET DUFFRECHOU,Tom,M.,ENS,Ensemble ! (Majorité présidentielle)
1261,40,4003,8,RICHARD,Matèu,M.,REG,Régionaliste
1262,41,4101,1,DASSONNEVILLE,François,M.,DIV,Divers
1263,41,4101,2,TRAN,Jean-Marc,M.,DIV,Divers
1264,41,4101,3,FESNEAU,Marc,M.,ENS,Ensemble ! (Majorité présidentielle)
1265,41,4101,4,BELKADI,Reda,M.,UG,Union de la gauche
1266,41,4101,5,BARDET,Marine,Mme,RN,Rassemblement National
1267,41,4101,6,VIEIRA,Gildas,M.,DVC,Divers centre
1268,41,4101,7,LOMBARD,Alain,M.,EXG,Extrême gauche
1269,41,4101,8,PARRA,Pierre Gilles,M.,LR,Les Républicains
1270,41,4102,1,FOUQUE,Eric,M.,DIV,Divers
1271,41,4102,2,GUILLEMAUD,Alexandre,M.,UDI,Union des Démocrates et Indépendants
1272,41,4102,3,LANCELOT,Hervé,M.,REC,Reconquête !
1273,41,4102,4,AUCANTE,Nils,M.,DVD,Divers droite
1274,41,4102,5,MAYER,Sylvie,Mme,UG,Union de la gauche
1275,41,4102,6,MAIDON,Caroline,Mme,EXG,Extrême gauche
1276,41,4102,7,CHUDEAU,Roger,M.,RN,Rassemblement National
1277,41,4102,8,DE SAINT PIERRE,Bénédicte,Mme,DVD,Divers droite
1278,41,4103,1,MARION,Christophe,M.,ENS,Ensemble ! (Majorité présidentielle)
1279,41,4103,2,PETIT,Noé,M.,UG,Union de la gauche
1280,41,4103,3,DE OLIVEIRA,Virginia,Mme,RN,Rassemblement National
1281,41,4103,4,LAMY,Claude,M.,EXG,Extrême gauche
1282,41,4103,5,BONNASSIEUX,Alexandre,M.,REC,Reconquête !
1283,42,4201,1,KEMLIN,Xavier,M.,DVD,Divers droite
1284,42,4201,2,BROSSARD,Romain,M.,EXG,Extrême gauche
1285,42,4201,3,CHORD,François,M.,DVD,Divers droite
1286,42,4201,4,SIMON,Marie,Mme,RN,Rassemblement National
1287,42,4201,5,BATAILLON,Quentin,M.,ENS,Ensemble ! (Majorité présidentielle)
1288,42,4201,6,COURBON,Pierrick,M.,UG,Union de la gauche
1289,42,4202,1,BREUIL,Hervé,M.,RN,Rassemblement National
1290,42,4202,2,MOSSMANN,Martial,M.,DVC,Divers centre
1291,42,4202,3,DIETERICH,Sophie,Mme,EXG,Extrême gauche
1292,42,4202,4,LE JAOUEN,Eric,M.,UDI,Union des Démocrates et Indépendants
1293,42,4202,5,FONTVIEILLE,Quentin,M.,DVC,Divers centre
1294,42,4202,6,TAURINYA,Andrée,Mme,UG,Union de la gauche
1295,42,4202,7,DOUSPIS,Nathalie,Mme,ECO,Ecologistes
1296,42,4203,1,MANDON,Emmanuel,M.,ENS,Ensemble ! (Majorité présidentielle)
1297,42,4203,2,LA MARCA,Angelina,Mme,RN,Rassemblement National
1298,42,4203,3,BONY,Vincent,M.,UG,Union de la gauche
1299,42,4203,4,DAOUD,Rachid,M.,DVG,Divers gauche
1300,42,4203,5,HUSSEINI,Pauline,Mme,EXG,Extrême gauche
1301,42,4204,1,BONNET,Sylvie,Mme,LR,Les Républicains
1302,42,4204,2,PAEMELAERE,Bernard,M.,UG,Union de la gauche
1303,42,4204,3,RAMBAUD,Gerbert,M.,RN,Rassemblement National
1304,42,4204,4,IBBARI,Nora,Mme,EXG,Extrême gauche
1305,42,4205,1,NAYME,Florence,Mme,ECO,Ecologistes
1306,42,4205,2,ROCHE,Edith,Mme,EXG,Extrême gauche
1307,42,4205,3,GRANGER,Sandrine,Mme,RN,Rassemblement National
1308,42,4205,4,STEVENSON,Ismaël,M.,UG,Union de la gauche
1309,42,4205,5,VERMOREL-MARQUES,Antoine,M.,LR,Les Républicains
1310,42,4205,6,LACHAUD,Robert,M.,REC,Reconquête !
1311,42,4205,7,ESTEVENY,Yann,M.,EXD,Extrême droite
1312,42,4206,1,TRICHARD,Norbert,M.,EXG,Extrême gauche
1313,42,4206,2,TAITE,Jean-Pierre,M.,LR,Les Républicains
1314,42,4206,3,SILVA,Alexandre,M.,DVC,Divers centre
1315,42,4206,4,HAURY,Sandra,Mme,ECO,Ecologistes
1316,42,4206,5,GRANGER,Grégoire,M.,RN,Rassemblement National
1317,42,4206,6,PETIOT,Yves,M.,EXG,Extrême gauche
1318,42,4206,7,OLIVE,Marie-Paule,Mme,UG,Union de la gauche
